,CatN1,CatN2,Cat_Price,CPC_medio,CPC_medio_1w,CPC_medio_2w,CPC_medio_3w,CPC_medio_4w,Impressions,Impressions_1w,Impressions_2w,Impressions_3w,Impressions_4w,Clics,Clics_1w,Clics_2w,Clics_3w,Clics_4w,CTR,CTR_1w,CTR_2w,CTR_3w,CTR_4w,Page_Views,Page_Views_1w,Page_Views_2w,Page_Views_3w,Page_Views_4w,Cost,Cost_1w,Cost_2w,Cost_3w,Cost_4w,Conversions,Conversions_1w,Conversions_2w,Conversions_3w,Conversions_4w,All_Conversions,All_Conversions_1w,All_Conversions_2w,All_Conversions_3w,All_Conversions_4w,Ads_Income,Ads_Income_1w,Ads_Income_2w,Ads_Income_3w,Ads_Income_4w,Ads_Income_All,Ads_Income_All_1w,Ads_Income_All_2w,Ads_Income_All_3w,Ads_Income_All_4w,Net_Incomes,Net_Incomes_1w,Net_Incomes_2w,Net_Incomes_3w,Net_Incomes_4w,Units_sold,Units_sold_1w,Units_sold_2w,Units_sold_3w,Units_sold_4w,ROAS_Ads,ROAS
53,decoración para tu casa,espejos de pie y vestidores,50.0,0.18,0.19,0.19,0.19,0.19,2148.0,3013.0,2945.86,2863.95,2715.77,43.0,46.14,44.64,42.0,39.54,0.02001862197392924,0.02,0.02,0.01,0.01,75.0,30.71,39.5,37.05,35.31,7.82,8.6,8.27,7.86,7.41,0.9,0.45,0.39,0.44,0.39,1.9,2.38,1.94,1.67,1.45,44.01,22.25,19.08,21.47,18.6,44.01,26.2,21.51,23.09,19.9,40.41,17.32,14.43,15.01,19.27,1.0,0.43,0.36,0.38,0.5,5.63,5.167519181585677
54,decoración para tu casa,espejos de pie y vestidores,50.0,0.19,0.19,0.19,0.19,0.19,2843.0,2925.43,2950.71,2877.33,2720.48,53.0,48.14,44.71,43.33,40.04,0.018642279282448118,0.02,0.02,0.02,0.01,75.0,38.71,40.14,39.71,36.78,9.89,9.04,8.26,8.11,7.5,1.0,0.59,0.46,0.43,0.41,4.0,2.95,2.15,1.75,1.55,103.6,37.05,26.48,23.63,21.74,103.6,41.0,28.91,25.25,23.0,40.41,23.09,17.32,15.2,20.06,1.0,0.57,0.43,0.38,0.52,10.48,4.085945399393326
55,decoración para tu casa,espejos de pie y vestidores,50.0,0.18,0.19,0.18,0.19,0.19,3710.0,2885.86,2957.07,2901.0,2755.82,58.0,47.57,44.86,44.1,40.68,0.01563342318059299,0.02,0.02,0.02,0.01,56.0,40.0,40.79,40.14,37.46,10.17,8.89,8.24,8.2,7.59,0.0,0.59,0.46,0.34,0.39,2.05,2.96,2.3,1.76,1.56,0.0,37.05,26.48,19.21,20.97,3.05,41.44,29.12,20.97,22.29,40.41,28.87,20.21,15.39,20.78,1.0,0.71,0.5,0.38,0.54,0.0,3.973451327433628
63,decoración para tu casa,espejos de pie y vestidores,50.0,0.15,0.17,0.18,0.18,0.18,2426.0,2717.57,2744.0,2875.19,2848.71,29.0,35.57,39.57,41.57,41.93,0.011953833470733718,0.01,0.01,0.01,0.01,19.0,41.43,40.07,38.33,40.46,4.42,6.19,7.21,7.5,7.68,0.01,0.27,0.36,0.4,0.31,2.01,0.7,1.51,1.62,1.41,0.49,13.29,21.82,22.08,17.14,0.49,13.29,22.04,23.85,18.47,40.41,5.77,14.43,15.39,12.99,1.0,0.14,0.36,0.38,0.32,0.11,9.142533936651583
65,decoración para tu casa,espejos de pie y vestidores,50.0,0.19,0.17,0.18,0.18,0.18,2121.0,2866.43,2642.64,2816.86,2832.93,39.0,37.86,39.5,41.48,42.0,0.018387553041018388,0.01,0.02,0.02,0.02,56.0,57.43,50.79,41.43,44.46,7.52,6.45,7.16,7.46,7.64,0.5,0.26,0.33,0.37,0.31,0.5,0.83,1.12,1.54,1.41,24.45,12.59,19.93,20.66,17.44,24.45,12.59,20.15,22.2,18.76,40.41,11.55,14.43,15.39,12.99,1.0,0.29,0.36,0.38,0.32,3.25,5.3736702127659575
66,decoración para tu casa,espejos de pie y vestidores,50.0,0.17,0.17,0.18,0.18,0.18,2278.0,2766.86,2636.36,2794.57,2817.5,49.0,38.14,40.14,41.71,42.11,0.02151009657594381,0.01,0.02,0.02,0.02,56.0,62.71,52.79,41.86,45.46,8.44,6.5,7.11,7.51,7.65,0.5,0.22,0.34,0.34,0.33,1.5,0.79,1.13,1.46,1.47,24.45,10.55,20.68,19.11,18.31,24.45,10.55,20.9,20.57,19.63,80.82,23.09,20.2,17.32,15.88,2.0,0.57,0.5,0.43,0.39,2.9,9.575829383886255
67,decoración para tu casa,espejos de pie y vestidores,50.0,0.17,0.17,0.18,0.18,0.18,2112.0,2629.29,2633.79,2760.19,2789.82,21.0,36.0,38.57,41.1,41.61,0.009943181818181818,0.01,0.02,0.02,0.02,28.0,61.43,49.43,43.19,44.46,3.47,6.08,6.8,7.4,7.53,0.0,0.14,0.28,0.34,0.33,0.0,0.72,1.0,1.46,1.47,0.0,7.06,17.54,19.11,18.31,0.0,7.06,17.75,20.57,19.63,40.41,28.86,20.2,19.24,17.32,1.0,0.71,0.5,0.48,0.43,0.0,11.645533141210374
73,decoración para tu casa,espejos de pie y vestidores,50.0,0.25,0.19,0.18,0.18,0.18,1677.0,2425.86,2596.36,2566.19,2702.39,20.0,30.43,34.29,36.9,38.89,0.011926058437686344,0.01,0.01,0.01,0.01,56.0,59.0,60.86,54.86,46.14,4.92,5.73,6.11,6.65,7.06,0.0,0.21,0.22,0.3,0.3,0.0,0.63,0.71,0.96,1.25,0.0,12.75,11.65,18.04,17.52,0.0,29.23,19.89,23.67,22.73,36.37,10.97,17.03,17.13,15.73,1.0,0.29,0.43,0.43,0.39,0.0,7.392276422764227
76,decoración para tu casa,espejos de pie y vestidores,50.0,0.17,0.19,0.18,0.18,0.18,3312.0,2261.57,2377.64,2485.57,2585.64,53.0,30.29,34.29,34.81,38.0,0.0160024154589372,0.01,0.01,0.01,0.01,75.0,49.57,58.21,52.62,49.46,9.27,5.71,6.16,6.23,6.89,0.0,0.21,0.18,0.21,0.3,0.4,0.54,0.7,0.6,1.19,0.0,12.75,9.9,11.01,17.52,17.6,31.74,19.4,17.34,23.36,113.15,21.36,25.11,16.74,19.77,3.0,0.57,0.64,0.43,0.5,0.0,12.206040992448761
78,decoración para tu casa,espejos de pie y vestidores,50.0,0.19,0.19,0.19,0.18,0.18,2045.0,2159.86,2344.07,2504.86,2513.64,28.0,31.29,33.64,34.71,36.39,0.013691931540342298,0.01,0.01,0.01,0.01,47.0,48.14,54.21,53.95,50.82,5.38,5.84,6.16,6.18,6.62,0.0,0.0,0.18,0.18,0.24,0.0,0.06,0.49,0.58,0.85,0.0,0.0,9.87,9.61,14.03,0.0,2.51,19.36,15.94,18.88,36.36,26.55,24.82,18.47,18.18,1.0,0.71,0.64,0.48,0.46,0.0,6.758364312267658
79,decoración para tu casa,espejos de pie y vestidores,50.0,0.17,0.19,0.18,0.18,0.18,1666.0,2111.43,2311.57,2496.52,2477.11,28.0,31.14,32.86,34.52,36.18,0.01680672268907563,0.01,0.01,0.01,0.01,19.0,44.14,51.57,53.52,51.18,4.89,5.72,5.98,6.13,6.57,1.2,0.17,0.23,0.24,0.28,3.6,0.57,0.71,0.75,0.91,51.34,7.33,11.79,12.06,15.86,154.02,24.52,28.62,23.27,24.38,36.36,31.75,24.53,20.2,19.48,1.0,0.86,0.64,0.52,0.5,10.5,7.43558282208589
80,decoración para tu casa,espejos de pie y vestidores,50.0,0.21,0.18,0.19,0.18,0.18,1654.0,2108.14,2267.0,2433.62,2451.68,28.0,32.29,31.36,33.62,35.75,0.016928657799274487,0.02,0.01,0.01,0.01,56.0,44.14,51.57,55.29,52.18,5.78,5.84,5.79,6.02,6.45,0.0,0.17,0.19,0.2,0.27,0.0,0.57,0.6,0.66,0.87,0.0,7.33,10.04,10.21,15.36,0.0,24.52,26.87,21.43,23.88,36.36,31.75,21.36,21.94,20.78,1.0,0.86,0.57,0.57,0.54,0.0,6.290657439446367
81,decoración para tu casa,espejos de pie y vestidores,50.0,0.36,0.21,0.2,0.19,0.19,3051.0,2309.43,2334.07,2432.48,2483.93,28.0,33.43,31.86,33.24,35.21,0.009177318911832186,0.01,0.01,0.01,0.01,19.0,40.14,50.93,54.43,50.18,9.94,6.71,6.25,6.19,6.52,0.0,0.17,0.19,0.18,0.24,0.02,0.57,0.6,0.64,0.8,0.0,7.33,10.04,9.05,13.79,0.73,24.62,26.92,20.3,22.34,145.44,52.52,28.86,28.86,24.53,4.0,1.43,0.79,0.76,0.64,0.0,14.631790744466802
82,decoración para tu casa,espejos de pie y vestidores,50.0,0.38,0.24,0.22,0.2,0.2,2812.0,2417.71,2350.14,2413.81,2482.82,39.0,33.71,32.21,33.29,34.71,0.013869132290184922,0.01,0.01,0.01,0.01,66.0,44.29,52.29,54.0,49.86,14.98,8.0,6.95,6.59,6.7,0.4,0.23,0.22,0.2,0.21,0.87,0.7,0.66,0.68,0.69,17.6,9.85,11.3,9.88,10.72,38.13,30.07,29.65,22.12,20.0,36.36,57.72,31.46,30.59,24.39,1.0,1.57,0.86,0.81,0.64,1.17,2.427236315086782
83,decoración para tu casa,espejos de pie y vestidores,50.0,0.34,0.26,0.23,0.21,0.2,3260.0,2410.29,2335.93,2388.52,2466.75,42.0,32.14,31.21,33.57,34.14,0.012883435582822086,0.01,0.01,0.01,0.01,75.0,44.29,46.93,53.57,50.54,14.12,8.7,7.2,7.0,6.85,1.43,0.43,0.32,0.26,0.27,3.23,1.1,0.82,0.83,0.73,57.4,18.05,15.4,12.62,12.77,135.08,46.85,39.3,28.55,24.72,72.72,51.94,36.65,34.06,25.54,2.0,1.43,1.0,0.9,0.68,4.07,5.150141643059491
84,decoración para tu casa,espejos de pie y vestidores,50.0,0.42,0.3,0.24,0.22,0.21,2242.0,2390.0,2296.79,2379.76,2464.21,29.0,31.71,31.57,33.57,34.07,0.012934879571810885,0.01,0.01,0.01,0.01,28.0,44.29,44.21,54.0,50.86,12.25,9.62,7.78,7.38,7.08,0.5,0.5,0.29,0.29,0.28,1.0,1.25,0.75,0.79,0.76,25.45,21.68,12.22,13.81,13.68,50.9,54.12,32.95,30.95,26.53,109.08,67.53,44.44,37.33,29.44,3.0,1.86,1.21,1.0,0.79,2.08,8.904489795918368
85,decoración para tu casa,espejos de pie y vestidores,50.0,0.27,0.31,0.25,0.23,0.21,370.0,2150.71,2155.29,2279.62,2416.32,4.0,28.29,29.79,31.86,33.11,0.010810810810810813,0.01,0.01,0.01,0.01,9.0,38.86,43.5,49.1,50.18,1.07,9.0,7.42,7.11,6.89,0.0,0.5,0.25,0.29,0.26,0.0,1.25,0.65,0.74,0.74,0.0,21.68,10.84,13.81,12.63,0.0,54.12,28.32,30.95,25.49,40.41,68.1,47.33,39.25,30.88,1.0,1.86,1.29,1.05,0.82,0.0,37.76635514018691
86,decoración para tu casa,espejos de pie y vestidores,50.0,0.28,0.32,0.25,0.23,0.22,928.0,2045.29,2078.36,2222.81,2383.71,12.0,26.0,28.57,30.57,32.39,0.01293103448275862,0.01,0.01,0.01,0.01,37.0,41.43,42.79,48.19,50.5,3.4,8.79,7.26,6.91,6.8,1.0,0.48,0.32,0.31,0.3,2.0,1.02,0.79,0.81,0.81,48.9,21.34,14.34,14.97,14.38,97.8,46.09,35.3,34.44,28.98,40.41,68.68,50.22,39.25,32.32,1.0,1.86,1.36,1.05,0.86,14.38,11.885294117647058
94,decoración para tu casa,espejos de pie y vestidores,50.0,0.24,0.27,0.3,0.26,0.24,2444.0,2087.86,2047.79,2067.9,2157.39,35.0,27.71,26.14,28.19,28.75,0.014320785597381341,0.01,0.01,0.01,0.01,37.0,21.29,30.71,35.19,41.14,8.31,7.32,7.96,7.26,6.88,0.0,0.21,0.34,0.29,0.27,0.0,0.57,0.8,0.72,0.7,0.0,10.76,16.05,13.14,13.05,0.0,28.61,37.35,33.07,32.11,40.42,17.32,40.41,37.52,30.88,1.0,0.43,1.07,1.0,0.82,0.0,4.864019253910951
98,decoración para tu casa,espejos de pie y vestidores,50.0,0.26,0.27,0.27,0.28,0.26,3400.0,2759.43,2143.07,2225.38,2219.93,40.0,35.29,27.29,28.76,29.43,0.011764705882352941,0.01,0.01,0.01,0.01,75.0,28.0,28.0,33.43,36.11,10.46,9.4,7.26,8.05,7.52,0.0,0.14,0.25,0.33,0.27,0.0,0.29,0.57,0.8,0.66,0.0,6.99,12.37,15.47,12.3,0.0,13.97,28.28,36.89,30.61,40.41,11.55,17.32,34.06,30.88,1.0,0.29,0.43,0.9,0.82,0.0,3.8632887189292537
99,decoración para tu casa,espejos de pie y vestidores,50.0,0.3,0.27,0.27,0.28,0.26,2668.0,2878.29,2307.21,2255.05,2231.25,46.0,37.43,30.29,29.62,30.04,0.017241379310344827,0.01,0.01,0.01,0.01,47.0,33.43,30.71,33.43,37.11,13.92,10.13,8.18,8.46,7.8,0.5,0.21,0.29,0.36,0.27,1.0,0.43,0.64,0.84,0.65,25.45,10.62,14.19,16.69,12.51,50.9,21.24,31.91,39.32,30.12,80.83,23.09,20.21,36.17,33.77,2.0,0.57,0.5,0.95,0.89,1.83,5.806752873563219
100,decoración para tu casa,espejos de pie y vestidores,50.0,0.26,0.27,0.27,0.29,0.26,3030.0,2977.29,2457.36,2320.0,2267.86,42.0,39.57,32.43,30.29,30.5,0.013861386138613863,0.01,0.01,0.01,0.01,9.0,34.71,28.71,32.95,35.75,10.89,10.66,8.72,8.74,7.99,1.53,0.43,0.32,0.37,0.32,2.8,0.83,0.7,0.81,0.75,76.98,21.62,16.19,17.91,15.26,140.92,41.37,34.99,38.69,35.15,40.42,28.87,20.21,36.37,35.21,1.0,0.71,0.5,0.95,0.93,7.07,3.711662075298439
102,decoración para tu casa,espejos de pie y vestidores,50.0,0.27,0.28,0.27,0.29,0.27,2578.0,2971.0,2599.43,2340.24,2332.54,49.0,44.57,37.0,32.43,32.68,0.019006982156710633,0.02,0.01,0.01,0.01,37.0,33.29,27.29,31.57,33.71,13.26,12.51,10.08,9.39,8.72,3.4,0.78,0.57,0.54,0.44,6.53,1.48,1.17,1.12,0.98,166.26,38.38,28.07,25.82,21.2,319.48,73.04,57.81,53.87,46.56,40.41,28.87,23.09,29.63,35.36,1.0,0.71,0.57,0.76,0.93,12.54,3.0475113122171944
105,decoración para tu casa,espejos de pie y vestidores,50.0,0.31,0.29,0.28,0.28,0.28,3754.0,2878.43,2818.93,2388.19,2388.64,53.0,47.43,41.36,34.0,33.43,0.014118273841236016,0.02,0.01,0.01,0.01,28.0,33.29,30.64,29.76,33.39,16.27,13.8,11.6,9.44,9.49,1.87,1.04,0.59,0.51,0.51,5.07,2.2,1.24,1.12,1.15,91.28,51.42,29.2,25.39,24.46,247.76,108.44,61.2,55.0,54.78,202.05,51.96,31.75,28.87,38.53,5.0,1.29,0.79,0.71,1.0,5.61,12.418561770129074
107,decoración para tu casa,espejos de pie y vestidores,50.0,0.28,0.29,0.28,0.28,0.29,3598.0,3123.14,3050.21,2679.29,2520.79,61.0,52.57,46.07,39.14,35.86,0.0169538632573652,0.02,0.02,0.01,0.01,94.0,49.43,42.07,35.62,37.07,17.08,15.22,12.94,10.89,10.36,0.0,0.9,0.66,0.51,0.5,1.0,2.09,1.46,1.16,1.13,0.0,44.06,32.84,25.48,24.45,48.9,102.56,71.97,57.52,54.66,80.83,46.18,37.53,28.87,38.82,2.0,1.14,0.93,0.71,1.0,0.0,4.732435597189696
113,decoración para tu casa,espejos de pie y vestidores,50.0,0.26,0.26,0.27,0.27,0.27,4443.0,3303.14,3172.57,3074.48,2739.89,74.0,54.29,52.07,47.19,41.18,0.016655413009227998,0.02,0.02,0.02,0.01,66.0,51.0,44.14,40.57,37.43,19.54,14.4,14.37,12.96,11.28,2.0,0.52,0.82,0.62,0.55,4.0,1.18,1.76,1.32,1.2,99.8,25.9,40.48,30.53,27.33,199.6,58.32,87.01,65.09,59.46,80.83,23.09,31.75,28.87,25.98,2.0,0.57,0.79,0.71,0.64,5.11,4.1366427840327535
114,decoración para tu casa,espejos de pie y vestidores,50.0,0.24,0.26,0.27,0.27,0.27,5216.0,3534.29,3328.71,3211.57,2893.04,89.0,58.29,55.43,50.14,43.93,0.017062883435582817,0.02,0.02,0.02,0.02,56.0,45.57,47.5,43.24,38.11,21.07,14.97,15.1,13.62,11.91,0.0,0.52,0.71,0.62,0.52,0.0,1.04,1.56,1.32,1.13,0.0,25.9,34.98,30.53,25.59,0.0,51.33,76.95,65.09,55.97,40.41,17.32,31.75,30.79,25.98,1.0,0.43,0.79,0.76,0.64,0.0,1.917892738490745
115,decoración para tu casa,espejos de pie y vestidores,50.0,0.35,0.27,0.28,0.28,0.27,2123.0,3387.14,3298.07,3196.29,2919.18,45.0,57.29,54.93,50.62,44.89,0.02119642016015073,0.02,0.02,0.02,0.02,56.0,48.29,50.86,44.14,38.43,15.69,15.28,15.07,13.97,12.31,0.33,0.57,0.73,0.63,0.53,1.73,1.29,1.69,1.4,1.19,16.3,28.23,36.15,31.3,26.17,84.76,63.44,83.0,69.13,59.0,121.24,34.64,40.41,34.64,30.31,3.0,0.86,1.0,0.86,0.75,1.04,7.727214786488209
122,decoración para tu casa,espejos de pie y vestidores,50.0,0.27,0.27,0.27,0.27,0.27,1852.0,2213.57,2800.36,2936.57,2950.61,32.0,39.14,48.21,49.67,47.75,0.017278617710583154,0.02,0.02,0.02,0.02,28.0,38.71,43.5,46.81,42.79,8.61,10.33,12.81,13.49,13.06,1.0,0.57,0.57,0.68,0.62,2.0,1.2,1.24,1.52,1.35,48.9,27.94,28.09,33.41,30.46,97.8,58.4,60.92,74.8,66.44,40.41,5.77,20.21,28.87,27.42,1.0,0.14,0.5,0.71,0.68,5.68,4.693379790940766
126,decoración para tu casa,espejos de pie y vestidores,50.0,0.26,0.26,0.27,0.27,0.27,4320.0,2245.43,2784.57,2927.43,2915.18,60.0,39.0,48.0,49.57,49.04,0.013888888888888888,0.02,0.02,0.02,0.02,66.0,36.0,42.71,45.9,42.75,15.32,10.09,12.63,13.13,13.3,2.0,0.71,0.6,0.52,0.65,4.0,1.43,1.3,1.16,1.42,96.9,34.8,29.19,25.76,32.18,193.8,69.6,63.35,57.02,69.87,76.78,16.74,25.69,20.98,28.72,2.0,0.43,0.64,0.52,0.71,6.33,5.011749347258486
127,decoración para tu casa,espejos de pie y vestidores,50.0,0.28,0.26,0.27,0.27,0.27,2973.0,2529.57,2679.57,2887.43,2926.07,44.0,42.86,45.86,48.67,48.96,0.014799865455768585,0.02,0.02,0.02,0.02,37.0,34.57,40.64,44.1,42.39,12.19,11.09,12.1,12.87,13.24,0.0,0.57,0.45,0.48,0.64,0.0,1.14,1.01,1.07,1.39,0.0,27.81,22.06,23.34,31.27,0.0,55.63,49.1,52.17,68.06,36.36,21.94,22.51,22.71,27.13,1.0,0.57,0.57,0.57,0.68,0.0,2.982772764561116
128,decoración para tu casa,espejos de pie y vestidores,50.0,0.24,0.26,0.27,0.26,0.27,2669.0,2743.0,2497.64,2843.19,2913.18,53.0,45.57,43.29,48.29,49.36,0.01985762457849382,0.02,0.02,0.02,0.02,84.0,42.57,42.64,43.62,45.07,12.74,11.67,11.51,12.66,13.3,0.0,0.43,0.45,0.48,0.58,1.0,1.0,1.08,1.07,1.32,0.0,20.83,22.06,23.34,28.52,44.0,47.94,52.24,51.94,64.59,72.73,32.33,24.82,22.32,28.29,2.0,0.86,0.64,0.57,0.71,0.0,5.708791208791209
129,decoración para tu casa,espejos de pie y vestidores,50.0,0.2,0.25,0.26,0.26,0.27,5810.0,3308.43,2761.0,2969.71,3029.54,84.0,53.0,46.07,49.81,50.5,0.014457831325301203,0.02,0.02,0.02,0.02,47.0,45.29,42.0,44.1,46.43,16.7,12.83,11.58,12.81,13.33,0.75,0.39,0.48,0.51,0.61,1.5,0.93,1.06,1.14,1.38,34.5,18.77,23.36,24.98,29.75,69.0,43.83,51.11,55.22,67.06,72.73,36.94,21.36,25.79,30.89,2.0,1.0,0.57,0.67,0.79,2.07,4.355089820359282
130,decoración para tu casa,espejos de pie y vestidores,50.0,0.21,0.24,0.25,0.26,0.26,4161.0,3534.29,2835.71,3030.95,3086.07,53.0,54.71,46.71,50.71,50.64,0.012737322758952174,0.02,0.02,0.02,0.02,9.0,41.29,38.64,43.62,45.43,11.32,13.07,11.46,12.97,13.26,0.68,0.49,0.53,0.54,0.51,1.34,1.12,1.16,1.2,1.19,29.77,23.02,25.48,26.4,24.88,59.11,52.27,55.34,58.04,57.76,36.36,42.14,23.96,27.52,30.74,1.0,1.14,0.64,0.71,0.79,2.63,3.212014134275618
28,decoración para tu casa,espejos de pared,20.0,0.14,0.13,0.13,0.13,0.13,903.0,903.0,903.0,903.0,903.0,13.0,13.0,13.0,13.0,13.0,0.014396456256921372,0.01,0.01,0.01,0.01,28.0,28.0,28.0,28.0,28.0,1.77,1.77,1.77,1.77,1.77,0.5,0.5,0.5,0.5,0.5,1.5,1.5,1.5,1.5,1.5,9.95,9.95,9.95,9.95,9.95,9.95,9.95,9.95,9.95,9.95,14.8,14.8,14.8,14.8,14.8,1.0,1.0,1.0,1.0,1.0,5.62,8.361581920903955
34,decoración para tu casa,espejos de pared,20.0,0.14,0.15,0.14,0.14,0.13,2335.0,1192.29,1192.29,1192.29,1192.29,21.0,15.0,15.0,15.0,15.0,0.00899357601713062,0.01,0.01,0.01,0.01,9.0,17.29,17.29,17.29,17.29,2.98,2.19,2.19,2.19,2.19,0.0,0.36,0.36,0.36,0.36,1.0,0.93,0.93,0.93,0.93,0.0,8.39,8.39,8.39,8.39,0.0,8.39,8.39,8.39,8.39,14.8,4.23,4.23,4.23,4.23,1.0,0.29,0.29,0.29,0.29,0.0,4.966442953020135
42,decoración para tu casa,espejos de pared,20.0,0.14,0.13,0.14,0.14,0.14,2258.0,2000.43,1691.93,1639.33,1639.33,25.0,20.71,18.21,17.87,17.87,0.011071744906997343,0.01,0.01,0.01,0.01,47.0,28.0,21.29,21.73,21.73,3.39,2.79,2.56,2.51,2.51,0.61,0.37,0.33,0.34,0.34,3.61,1.37,1.19,1.21,1.21,28.86,12.38,9.68,9.69,9.69,28.86,12.38,9.68,9.69,9.69,32.9,7.05,4.58,5.26,5.26,2.0,0.43,0.29,0.33,0.33,8.51,9.705014749262537
45,decoración para tu casa,espejos de pared,20.0,0.15,0.14,0.14,0.14,0.14,1970.0,2262.57,2031.29,1779.33,1779.33,19.0,21.57,19.14,18.22,18.22,0.009644670050761422,0.01,0.01,0.01,0.01,9.0,32.0,23.21,23.28,23.28,2.8,2.96,2.65,2.57,2.57,0.25,0.34,0.24,0.33,0.33,0.25,1.62,1.17,1.16,1.16,4.98,10.38,7.33,8.96,8.96,4.98,10.38,7.33,8.96,8.96,16.45,9.4,5.76,5.3,5.3,1.0,0.57,0.36,0.33,0.33,1.78,5.875
46,decoración para tu casa,espejos de pared,20.0,0.11,0.13,0.14,0.14,0.14,1821.0,2318.86,2106.64,1781.53,1781.53,20.0,22.29,19.71,18.32,18.32,0.010982976386600769,0.01,0.01,0.01,0.01,37.0,37.29,25.21,24.0,24.0,2.15,2.98,2.68,2.55,2.55,1.0,0.48,0.31,0.36,0.36,3.0,2.05,1.38,1.26,1.26,19.9,13.23,8.75,9.54,9.54,19.9,13.23,8.75,9.54,9.54,32.9,11.75,8.11,6.75,6.75,2.0,0.71,0.5,0.42,0.42,9.26,15.30232558139535
55,decoración para tu casa,espejos de pared,20.0,0.12,0.11,0.12,0.13,0.13,1843.0,2649.43,2593.14,2394.76,2094.14,23.0,29.43,28.07,25.29,22.71,0.012479652740097666,0.01,0.01,0.01,0.01,28.0,17.43,28.07,26.24,24.0,2.84,3.43,3.48,3.22,2.96,0.0,0.04,0.19,0.22,0.25,0.0,0.61,1.33,1.27,1.18,0.0,1.0,5.12,6.17,6.72,0.0,1.0,5.12,6.17,6.72,16.45,2.35,7.05,5.48,5.17,1.0,0.14,0.43,0.33,0.32,0.0,5.792253521126761
62,decoración para tu casa,espejos de pared,20.0,0.08,0.12,0.12,0.12,0.13,430.0,415.43,1532.43,1867.24,1899.93,3.0,4.29,16.86,20.14,20.04,0.0069767441860465115,0.01,0.01,0.01,0.01,19.0,9.29,13.36,21.81,22.0,0.24,0.52,1.98,2.49,2.55,0.0,0.14,0.09,0.17,0.2,0.0,0.43,0.52,1.03,1.06,0.0,3.99,2.49,4.74,5.62,0.0,3.99,2.49,4.74,5.62,16.45,2.35,2.35,5.48,4.7,1.0,0.14,0.14,0.33,0.29,0.0,68.54166666666667
66,decoración para tu casa,espejos de pared,20.0,0.13,0.13,0.13,0.13,0.13,713.0,554.57,867.36,1529.67,1712.89,7.0,5.29,9.36,17.33,18.39,0.009817671809256662,0.01,0.01,0.01,0.01,19.0,12.0,11.29,18.24,21.68,0.93,0.73,1.19,2.12,2.33,0.0,0.14,0.07,0.11,0.16,0.0,0.29,0.29,0.73,0.95,0.0,3.99,1.99,2.61,4.55,0.0,3.99,1.99,2.61,4.55,16.45,4.7,3.53,3.92,5.29,1.0,0.29,0.21,0.24,0.32,0.0,17.688172043010752
67,decoración para tu casa,espejos de pared,20.0,0.15,0.13,0.13,0.13,0.13,722.0,599.29,759.79,1477.33,1687.71,9.0,6.14,8.21,16.81,18.18,0.012465373961218836,0.01,0.01,0.01,0.01,9.0,13.29,11.93,16.9,22.0,1.33,0.88,1.08,2.08,2.3,0.0,0.14,0.07,0.06,0.16,0.0,0.29,0.21,0.58,0.95,0.0,3.99,1.99,1.66,4.55,0.0,3.99,1.99,1.66,4.55,16.45,7.05,4.7,3.13,5.29,1.0,0.43,0.29,0.19,0.32,0.0,12.368421052631577
77,decoración para tu casa,espejos de pared,20.0,0.13,0.12,0.13,0.13,0.13,2207.0,1359.86,1003.07,806.1,1177.21,17.0,13.14,9.79,8.0,12.39,0.007702763932940644,0.01,0.01,0.01,0.01,19.0,10.71,12.64,10.62,11.64,2.16,1.66,1.29,1.06,1.53,0.0,0.0,0.0,0.05,0.04,0.5,0.08,0.04,0.17,0.2,0.0,0.0,0.0,1.33,1.0,12.56,2.05,1.03,2.01,1.51,29.6,4.23,4.46,3.76,3.41,2.0,0.29,0.29,0.24,0.21,0.0,13.703703703703704
79,decoración para tu casa,espejos de pared,20.0,0.23,0.15,0.14,0.14,0.13,2731.0,1883.57,1284.07,1021.33,1145.75,27.0,17.86,12.36,9.86,11.75,0.009886488465763456,0.01,0.01,0.01,0.01,9.0,17.43,14.0,12.86,12.64,6.08,2.72,1.8,1.44,1.58,0.0,0.0,0.0,0.05,0.04,0.0,0.08,0.04,0.12,0.2,0.0,0.0,0.0,1.33,1.0,0.0,2.05,1.03,2.01,1.51,14.79,6.34,5.52,4.46,3.94,1.0,0.43,0.36,0.29,0.25,0.0,2.432565789473684
81,decoración para tu casa,espejos de pared,20.0,0.33,0.18,0.15,0.15,0.14,5937.0,2725.14,1817.71,1411.57,1288.75,72.0,27.71,18.93,14.67,13.57,0.01212733703890854,0.01,0.01,0.01,0.01,47.0,29.57,20.07,17.81,16.0,23.72,6.15,3.71,2.76,2.39,0.0,0.0,0.0,0.05,0.04,1.0,0.21,0.11,0.17,0.16,0.0,0.0,0.0,1.33,1.0,24.2,5.25,2.75,3.16,2.37,29.59,10.57,5.28,5.87,4.99,2.0,0.71,0.36,0.38,0.32,0.0,1.247470489038786
