,CatN1,CatN2,Cat_Price,CPC_medio,CPC_medio_1w,CPC_medio_2w,CPC_medio_3w,CPC_medio_4w,Impressions,Impressions_1w,Impressions_2w,Impressions_3w,Impressions_4w,Clics,Clics_1w,Clics_2w,Clics_3w,Clics_4w,CTR,CTR_1w,CTR_2w,CTR_3w,CTR_4w,Page_Views,Page_Views_1w,Page_Views_2w,Page_Views_3w,Page_Views_4w,Cost,Cost_1w,Cost_2w,Cost_3w,Cost_4w,Conversions,Conversions_1w,Conversions_2w,Conversions_3w,Conversions_4w,All_Conversions,All_Conversions_1w,All_Conversions_2w,All_Conversions_3w,All_Conversions_4w,Ads_Income,Ads_Income_1w,Ads_Income_2w,Ads_Income_3w,Ads_Income_4w,Ads_Income_All,Ads_Income_All_1w,Ads_Income_All_2w,Ads_Income_All_3w,Ads_Income_All_4w,Net_Incomes,Net_Incomes_1w,Net_Incomes_2w,Net_Incomes_3w,Net_Incomes_4w,Units_sold,Units_sold_1w,Units_sold_2w,Units_sold_3w,Units_sold_4w,ROAS_Ads,ROAS
173,textil hogar,alfombras de bambú,60.0,0.36,0.41,0.41,0.37,0.37,625.0,387.43,357.07,366.76,343.75,9.0,5.29,5.07,5.43,5.14,0.0144,0.02,0.01,0.02,0.02,9.0,5.14,5.93,6.57,7.93,3.27,2.14,1.99,1.91,1.8,0.0,0.05,0.02,0.03,0.03,0.0,0.05,0.02,0.05,0.05,0.0,2.5,1.25,1.9,1.6,0.0,2.5,1.25,2.96,2.58,43.47,18.63,9.31,8.4,7.95,1.0,0.43,0.21,0.19,0.18,0.0,13.293577981651376
178,textil hogar,alfombras de bambú,80.0,0.05,0.19,0.28,0.33,0.32,2518.0,1168.43,734.64,622.43,542.21,5.0,6.29,5.29,5.43,5.21,0.0019857029388403494,0.01,0.01,0.01,0.01,37.0,13.14,9.21,8.33,7.89,0.27,1.81,1.7,1.82,1.7,0.0,0.0,0.02,0.02,0.03,0.0,0.0,0.02,0.02,0.04,0.0,0.0,1.25,0.83,1.42,0.0,0.0,1.25,0.83,2.22,51.16,20.83,16.62,11.08,9.96,1.0,0.43,0.36,0.24,0.21,0.0,189.48148148148147
181,textil hogar,alfombras de bambú,80.0,0.16,0.05,0.23,0.29,0.29,833.0,1339.86,891.93,706.76,630.46,3.0,2.57,4.57,4.62,5.07,0.003601440576230492,0.0,0.01,0.01,0.01,9.0,14.57,9.21,8.81,8.57,0.49,0.17,1.4,1.53,1.62,0.0,0.0,0.02,0.02,0.01,0.0,0.0,0.02,0.02,0.01,0.0,0.0,1.25,0.83,0.63,0.0,0.0,1.25,0.83,0.63,102.31,29.23,20.83,15.95,11.97,2.0,0.57,0.43,0.33,0.25,0.0,208.79591836734696
29,cocina y comedor,carritos verduleros y de cocina,150.0,0.19,0.19,0.18,0.15,0.11,6597.0,7282.0,7282.0,7282.0,7282.0,99.0,94.0,94.0,94.0,94.0,0.01500682128240109,0.01,0.01,0.01,0.01,159.0,173.0,173.0,173.0,173.0,19.04,18.55,18.55,18.55,18.55,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.04,42.52,42.52,42.52,42.52,1.0,0.5,0.5,0.5,0.5,0.0,4.466386554621849
31,cocina y comedor,carritos verduleros y de cocina,150.0,0.18,0.19,0.18,0.17,0.12,5927.0,6628.25,6628.25,6628.25,6628.25,87.0,95.5,95.5,95.5,95.5,0.0146785895056521,0.01,0.01,0.01,0.01,178.0,154.5,154.5,154.5,154.5,15.64,18.08,18.08,18.08,18.08,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.54,40.4,40.4,40.4,40.4,1.0,0.5,0.5,0.5,0.5,0.0,4.8938618925831205
33,cocina y comedor,carritos verduleros y de cocina,150.0,0.18,0.18,0.18,0.18,0.14,6698.0,6468.33,6468.33,6468.33,6468.33,104.0,92.67,92.67,92.67,92.67,0.015527022991937891,0.01,0.01,0.01,0.01,122.0,137.33,137.33,137.33,137.33,18.98,17.22,17.22,17.22,17.22,1.0,0.33,0.33,0.33,0.33,1.0,0.67,0.67,0.67,0.67,68.9,26.92,26.92,26.92,26.92,68.9,26.92,26.92,26.92,26.92,76.54,39.69,39.69,39.69,39.69,1.0,0.5,0.5,0.5,0.5,3.63,4.032665964172813
35,cocina y comedor,carritos verduleros y de cocina,150.0,0.18,0.18,0.19,0.18,0.15,6653.0,6583.71,6756.62,6756.62,6756.62,99.0,100.43,99.0,99.0,99.0,0.014880505035322409,0.02,0.01,0.01,0.01,178.0,133.86,140.5,140.5,140.5,17.62,18.42,18.37,18.37,18.37,1.0,0.43,0.38,0.38,0.38,3.0,1.0,0.88,0.88,0.88,102.9,37.77,33.05,33.05,33.05,102.9,37.77,33.05,33.05,33.05,85.04,46.17,40.4,40.4,40.4,1.0,0.57,0.5,0.5,0.5,5.84,4.82633371169126
37,cocina y comedor,carritos verduleros y de cocina,150.0,0.2,0.18,0.19,0.18,0.16,5722.0,6654.43,6716.7,6716.7,6716.7,70.0,96.71,97.2,97.2,97.2,0.01223348479552604,0.01,0.01,0.01,0.01,47.0,127.14,133.0,133.0,133.0,13.77,17.79,18.12,18.12,18.12,1.0,0.57,0.4,0.4,0.4,4.0,1.71,1.4,1.4,1.4,102.9,52.47,36.73,36.73,36.73,102.9,52.47,36.73,36.73,36.73,85.04,46.17,40.82,40.82,40.82,1.0,0.57,0.5,0.5,0.5,7.47,6.175744371822804
41,cocina y comedor,carritos verduleros y de cocina,150.0,0.17,0.18,0.18,0.18,0.18,9185.0,6823.71,6797.57,6797.57,6797.57,125.0,91.71,95.36,95.36,95.36,0.013609145345672292,0.01,0.01,0.01,0.01,206.0,128.43,131.79,131.79,131.79,21.81,16.54,17.51,17.51,17.51,0.0,0.29,0.29,0.29,0.29,3.0,2.14,1.36,1.36,1.36,0.0,29.4,26.24,26.24,26.24,0.0,29.4,26.24,26.24,26.24,85.05,36.45,35.23,35.23,35.23,1.0,0.43,0.43,0.43,0.43,0.0,3.8995873452544707
44,cocina y comedor,carritos verduleros y de cocina,150.0,0.2,0.19,0.19,0.19,0.19,5927.0,6622.57,6638.5,6677.94,6677.94,86.0,88.0,92.36,93.41,93.41,0.014509870086046903,0.01,0.01,0.01,0.01,159.0,131.14,129.14,132.24,132.24,17.26,16.6,17.19,17.49,17.49,2.0,0.29,0.43,0.35,0.35,5.0,1.57,1.64,1.47,1.47,208.89,29.84,41.16,33.89,33.89,208.89,29.84,41.16,33.89,33.89,255.13,48.6,47.38,44.02,44.02,3.0,0.57,0.57,0.53,0.53,12.1,14.781575898030125
46,cocina y comedor,carritos verduleros y de cocina,150.0,0.21,0.2,0.19,0.19,0.19,2532.0,6113.29,6393.71,6401.26,6401.26,50.0,82.86,89.43,89.68,89.68,0.019747235387045814,0.01,0.01,0.01,0.01,103.0,132.43,127.14,130.63,130.63,10.39,16.2,16.97,16.94,16.94,0.0,0.29,0.36,0.32,0.32,5.0,2.0,1.93,1.58,1.58,0.0,29.84,34.54,30.33,30.33,0.0,29.84,34.54,30.33,30.33,85.04,60.75,47.99,43.86,43.86,1.0,0.71,0.57,0.53,0.53,0.0,8.184793070259865
48,cocina y comedor,carritos verduleros y de cocina,150.0,0.2,0.2,0.19,0.19,0.19,3212.0,4628.86,5726.29,6074.67,6074.67,44.0,66.14,78.93,85.62,85.62,0.0136986301369863,0.01,0.01,0.01,0.01,47.0,109.71,119.07,124.43,124.43,8.63,13.47,15.0,16.16,16.16,0.0,0.29,0.29,0.29,0.29,0.0,1.57,1.86,1.43,1.43,0.0,29.84,29.62,27.44,27.44,0.0,29.84,29.62,27.44,27.44,85.05,60.75,48.6,43.74,43.74,1.0,0.71,0.57,0.52,0.52,0.0,9.85515643105446
50,cocina y comedor,carritos verduleros y de cocina,150.0,0.18,0.2,0.19,0.19,0.19,2509.0,3542.71,5068.0,5611.1,5756.39,40.0,54.57,70.14,80.76,81.91,0.015942606616181746,0.02,0.01,0.01,0.01,37.0,84.14,99.64,111.05,116.43,7.37,10.79,13.44,15.17,15.46,0.0,0.29,0.21,0.29,0.26,1.0,1.57,1.5,1.43,1.35,0.0,29.84,22.27,27.44,25.05,0.0,29.84,22.27,27.44,25.05,85.05,72.9,48.6,43.74,43.63,1.0,0.86,0.57,0.52,0.52,0.0,11.540027137042062
54,cocina y comedor,carritos verduleros y de cocina,150.0,0.19,0.19,0.19,0.19,0.19,2154.0,2402.86,3942.5,4874.57,5228.74,28.0,36.86,57.29,69.33,74.52,0.012999071494893221,0.02,0.02,0.01,0.01,19.0,30.71,81.57,93.19,103.0,5.27,7.08,11.22,13.19,14.09,0.5,0.07,0.18,0.21,0.24,2.5,0.5,1.25,1.4,1.24,51.45,7.35,18.6,22.2,23.25,51.45,7.35,18.6,22.2,23.25,85.04,36.45,48.6,40.5,40.32,1.0,0.43,0.57,0.48,0.48,9.76,16.136622390891844
62,cocina y comedor,carritos verduleros y de cocina,150.0,0.15,0.18,0.18,0.19,0.19,1930.0,1805.0,1995.29,2873.14,3860.79,33.0,28.29,30.71,42.52,54.82,0.017098445595854918,0.02,0.02,0.02,0.01,19.0,40.0,32.64,58.33,75.86,5.0,5.12,5.7,8.29,10.35,0.0,0.29,0.18,0.21,0.23,0.0,1.0,0.75,1.02,1.3,0.0,18.7,13.02,18.63,21.32,0.0,35.48,21.42,24.23,25.52,85.05,12.15,18.22,32.4,33.41,1.0,0.14,0.21,0.38,0.39,0.0,17.009999999999998
78,cocina y comedor,carritos verduleros y de cocina,150.0,0.38,0.35,0.28,0.25,0.23,4607.0,3823.71,3423.86,3090.52,2809.18,39.0,45.71,41.21,39.14,36.32,0.008465378771434773,0.01,0.01,0.01,0.01,66.0,73.71,63.64,56.67,50.18,14.69,15.92,11.87,10.07,8.88,0.0,0.0,0.0,0.05,0.09,0.0,0.0,0.15,0.39,0.52,0.0,0.0,0.13,5.14,6.58,0.0,0.0,0.17,5.16,10.79,76.54,10.93,5.47,7.69,8.81,1.0,0.14,0.07,0.1,0.11,0.0,5.210347174948946
81,cocina y comedor,carritos verduleros y de cocina,100.0,0.54,0.4,0.34,0.29,0.26,21515.0,7465.0,5142.86,4504.62,3828.5,232.0,86.0,60.79,54.29,47.14,0.010783174529398094,0.01,0.01,0.01,0.01,168.0,94.86,72.21,68.24,58.5,126.21,38.31,24.28,18.78,15.28,0.0,0.0,0.0,0.05,0.09,0.0,0.0,0.01,0.34,0.52,0.0,0.0,0.13,5.14,6.58,0.0,0.0,0.17,5.16,10.79,153.06,32.8,16.4,14.98,14.27,2.0,0.43,0.21,0.19,0.18,0.0,1.2127406703113859
206,cocina y comedor,carritos verduleros y de cocina,150.0,0.14,0.1,0.05,0.03,0.02,737.0,660.71,330.36,220.24,165.18,12.0,9.0,4.5,3.0,2.25,0.016282225237449117,0.01,0.01,0.01,0.01,9.0,18.57,10.57,11.05,8.29,1.73,1.58,0.79,0.53,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.04,12.15,6.07,4.05,3.04,1.0,0.14,0.07,0.05,0.04,0.0,49.15606936416185
131,muebles,banquetas y bancos,80.0,0.34,0.08,0.04,0.03,0.02,262.0,79.57,39.79,26.52,19.89,2.0,0.86,0.43,0.29,0.21,0.0076335877862595426,0.01,0.01,0.01,0.01,19.0,14.71,11.36,8.0,8.32,0.68,0.21,0.1,0.07,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.98,14.85,11.55,15.95,14.03,1.0,0.29,0.21,0.29,0.25,0.0,76.44117647058823
133,muebles,banquetas y bancos,80.0,0.27,0.12,0.06,0.04,0.03,577.0,181.57,90.79,60.52,45.39,3.0,1.43,0.71,0.48,0.36,0.005199306759098786,0.01,0.01,0.01,0.01,9.0,13.29,14.64,9.76,8.96,0.81,0.33,0.16,0.11,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.98,22.28,15.26,18.43,15.88,1.0,0.43,0.29,0.33,0.29,0.0,64.17283950617283
141,muebles,banquetas y bancos,80.0,0.16,0.22,0.19,0.13,0.1,373.0,517.43,383.71,255.81,191.86,2.0,2.71,2.5,1.67,1.25,0.0053619302949061655,0.01,0.01,0.01,0.01,9.0,17.29,17.93,17.29,12.96,0.33,0.69,0.65,0.44,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.39,7.06,14.67,9.78,13.52,1.0,0.14,0.29,0.19,0.25,0.0,149.66666666666666
157,muebles,banquetas y bancos,80.0,0.24,0.23,0.28,0.27,0.27,560.0,586.57,529.71,504.76,484.07,3.0,4.29,4.07,3.57,3.43,0.005357142857142857,0.01,0.01,0.01,0.01,19.0,9.43,17.36,16.9,18.0,0.71,1.06,1.1,0.93,0.92,0.0,0.07,0.04,0.02,0.02,0.0,0.14,0.07,0.05,0.04,0.0,4.49,2.25,1.5,1.12,0.0,8.99,4.49,3.0,2.25,49.38,7.05,3.53,4.7,7.24,1.0,0.14,0.07,0.1,0.14,0.0,69.54929577464789
167,muebles,banquetas y bancos,60.0,0.24,0.19,0.2,0.22,0.24,1445.0,747.0,654.5,619.19,561.75,7.0,5.71,5.0,5.29,4.32,0.004844290657439446,0.01,0.01,0.01,0.01,9.0,14.43,12.57,14.14,14.61,1.66,1.2,1.02,1.2,1.01,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.05,0.04,0.0,0.0,0.0,1.5,1.12,0.0,0.0,0.0,3.0,2.25,98.18,14.03,10.54,7.03,7.03,2.0,0.29,0.21,0.14,0.14,0.0,59.14457831325302
129,muebles,mesitas de noche,150.0,0.32,0.05,0.02,0.02,0.01,452.0,67.86,33.93,22.62,16.96,2.0,0.29,0.14,0.1,0.07,0.004424778761061947,0.0,0.0,0.0,0.0,9.0,14.57,7.29,6.19,5.61,0.63,0.09,0.04,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.88,80.33,55.04,36.69,27.52,4.0,0.86,0.57,0.38,0.29,0.0,595.047619047619
133,muebles,mesitas de noche,150.0,0.26,0.16,0.08,0.05,0.04,373.0,251.43,125.71,83.81,62.86,3.0,2.0,1.0,0.67,0.5,0.00804289544235925,0.01,0.01,0.01,0.01,9.0,23.86,12.57,9.71,7.93,0.79,0.55,0.27,0.18,0.14,0.0,0.14,0.07,0.05,0.04,0.0,0.14,0.07,0.05,0.04,0.0,50.91,25.46,16.97,12.73,0.0,50.91,25.46,16.97,12.73,187.44,107.11,60.99,45.62,34.21,2.0,1.14,0.64,0.48,0.36,0.0,237.26582278481013
150,muebles,mesitas de noche,150.0,0.22,0.2,0.17,0.19,0.15,279.0,292.86,285.21,320.33,257.21,3.0,2.0,1.36,1.81,1.43,0.010752688172043013,0.01,0.0,0.01,0.01,9.0,9.29,7.86,10.05,11.18,0.66,0.49,0.32,0.45,0.36,0.0,0.0,0.0,0.07,0.05,0.0,0.0,0.0,0.07,0.05,0.0,0.0,0.0,18.39,13.79,0.0,0.0,0.0,18.39,13.79,89.03,12.72,6.36,13.17,29.96,1.0,0.14,0.07,0.14,0.32,0.0,134.89393939393938
164,muebles,mesitas de noche,150.0,0.3,0.29,0.24,0.23,0.21,352.0,273.14,323.64,313.38,304.43,1.0,1.29,1.79,1.86,1.57,0.002840909090909091,0.0,0.01,0.01,0.01,19.0,17.29,16.0,13.76,11.93,0.3,0.44,0.53,0.52,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.51,39.42,26.4,21.84,16.38,1.0,0.43,0.29,0.24,0.18,0.0,295.03333333333336
171,muebles,mesitas de noche,150.0,0.42,0.28,0.28,0.25,0.24,205.0,282.43,277.79,309.9,305.64,3.0,1.57,1.43,1.71,1.79,0.014634146341463415,0.01,0.01,0.01,0.01,9.0,7.86,12.57,13.29,12.29,1.25,0.55,0.49,0.53,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.51,12.64,26.03,21.82,19.54,1.0,0.14,0.29,0.24,0.21,0.0,70.808
173,muebles,mesitas de noche,150.0,0.32,0.29,0.28,0.25,0.25,416.0,282.43,283.93,299.71,307.71,2.0,1.86,1.5,1.71,1.86,0.004807692307692308,0.01,0.01,0.01,0.01,9.0,7.71,13.86,12.33,11.93,0.63,0.63,0.49,0.53,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.1,49.94,44.68,34.25,28.87,3.0,0.57,0.5,0.38,0.32,0.0,414.44444444444446
38,lámparas e iluminación,lámparas de mesita de noche,20.0,0.25,0.19,0.09,0.06,0.05,418.0,193.43,123.64,123.64,123.64,7.0,2.86,1.82,1.82,1.82,0.01674641148325359,0.02,0.01,0.01,0.01,28.0,10.71,7.64,7.64,7.64,1.74,0.73,0.46,0.46,0.46,0.33,0.05,0.03,0.03,0.03,1.33,0.19,0.12,0.12,0.12,5.63,0.8,0.51,0.51,0.51,5.63,0.8,0.51,0.51,0.51,13.97,3.99,2.54,2.54,2.54,1.0,0.29,0.18,0.18,0.18,3.24,8.028735632183908
42,lámparas e iluminación,lámparas de mesita de noche,20.0,0.32,0.27,0.18,0.12,0.09,1211.0,756.57,399.79,373.13,373.13,22.0,12.14,6.36,5.93,5.93,0.018166804293971925,0.02,0.02,0.02,0.02,66.0,21.43,14.07,13.73,13.73,7.02,3.43,1.8,1.68,1.68,1.25,0.23,0.11,0.11,0.11,1.25,0.37,0.18,0.17,0.17,56.22,8.84,4.42,4.12,4.12,56.22,8.84,4.42,4.12,4.12,27.93,5.99,3.99,3.72,3.72,2.0,0.43,0.29,0.27,0.27,8.01,3.9786324786324787
43,lámparas e iluminación,lámparas de mesita de noche,20.0,0.29,0.28,0.2,0.13,0.1,1655.0,956.14,518.0,453.25,453.25,25.0,15.0,8.14,7.12,7.12,0.015105740181268885,0.02,0.02,0.02,0.02,47.0,28.14,17.43,15.81,15.81,7.16,4.27,2.31,2.02,2.02,0.0,0.23,0.11,0.1,0.1,2.0,0.65,0.33,0.29,0.29,0.0,8.84,4.42,3.87,3.87,0.0,8.84,4.42,3.87,3.87,27.93,9.98,5.99,5.24,5.24,2.0,0.71,0.43,0.38,0.38,0.0,3.9008379888268156
45,lámparas e iluminación,lámparas de mesita de noche,20.0,0.29,0.29,0.24,0.16,0.12,2115.0,1450.86,822.14,639.78,639.78,32.0,22.0,12.43,9.67,9.67,0.015130023640661938,0.02,0.02,0.01,0.01,9.0,32.14,21.43,17.17,17.17,9.13,6.27,3.5,2.72,2.72,0.4,0.24,0.14,0.11,0.11,1.4,0.81,0.5,0.39,0.39,13.52,9.96,5.38,4.19,4.19,13.52,9.96,5.38,4.19,4.19,27.93,11.97,7.98,6.21,6.21,2.0,0.86,0.57,0.44,0.44,1.48,3.0591456736035045
63,lámparas e iluminación,lámparas de mesita de noche,20.0,0.28,0.3,0.31,0.3,0.29,3182.0,1961.43,1901.07,1961.1,1659.96,33.0,19.86,19.79,21.95,19.5,0.0103708359522313,0.01,0.01,0.01,0.01,84.0,22.57,22.71,25.38,24.39,9.3,5.97,6.14,6.51,5.74,0.0,0.0,0.07,0.07,0.11,3.0,1.14,1.11,1.29,1.06,0.0,0.0,2.41,2.25,3.9,0.0,0.0,8.05,12.48,11.57,12.57,1.8,0.9,3.26,3.94,1.0,0.14,0.07,0.24,0.29,0.0,1.3516129032258064
72,lámparas e iluminación,lámparas de mesita de noche,20.0,0.01,0.03,0.14,0.2,0.22,333.0,391.0,1150.43,1275.52,1499.36,1.0,0.86,10.29,13.19,15.96,0.003003003003003003,0.0,0.01,0.01,0.01,9.0,9.14,19.86,20.38,20.96,0.01,0.05,2.84,3.96,4.7,0.0,0.0,0.02,0.06,0.06,0.0,0.0,0.59,0.6,0.87,0.0,0.0,0.62,2.02,2.0,0.0,0.0,0.62,2.79,9.67,25.14,3.59,2.69,1.8,2.34,2.0,0.29,0.21,0.14,0.18,0.0,2514.0
76,lámparas e iluminación,lámparas de mesita de noche,20.0,0.06,0.03,0.07,0.15,0.19,248.0,304.29,631.5,1008.0,1232.14,2.0,1.0,5.5,9.57,12.25,0.008064516129032258,0.0,0.0,0.01,0.01,19.0,7.86,19.21,18.57,17.96,0.11,0.07,1.39,2.76,3.67,0.0,0.0,0.02,0.06,0.04,0.0,0.0,0.23,0.49,0.64,0.0,0.0,0.62,2.02,1.52,0.0,0.0,0.62,2.02,4.34,37.71,8.98,5.39,3.59,2.69,3.0,0.71,0.43,0.29,0.21,0.0,342.8181818181818
127,lámparas e iluminación,lámparas de mesita de noche,20.0,0.12,0.12,0.1,0.09,0.1,492.0,419.43,358.71,317.05,397.0,1.0,1.71,1.5,1.48,1.75,0.002032520325203252,0.0,0.0,0.0,0.01,28.0,10.57,7.21,6.1,5.54,0.12,0.19,0.16,0.16,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,1.21,12.56,1.79,0.9,3.26,2.94,1.0,0.14,0.07,0.24,0.21,0.0,104.66666666666667
128,lámparas e iluminación,lámparas de mesita de noche,20.0,0.14,0.14,0.11,0.1,0.11,489.0,422.14,369.07,329.67,343.64,1.0,1.71,1.5,1.52,1.71,0.002044989775051125,0.0,0.0,0.0,0.01,19.0,13.29,7.93,7.0,5.89,0.14,0.21,0.17,0.17,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,1.21,25.12,5.38,2.69,4.45,3.84,2.0,0.43,0.21,0.33,0.29,0.0,179.42857142857142
132,lámparas e iluminación,lámparas de mesita de noche,20.0,0.14,0.11,0.12,0.1,0.11,954.0,519.29,431.21,383.33,353.32,6.0,3.14,2.43,1.9,1.82,0.006289308176100629,0.01,0.01,0.0,0.0,19.0,16.0,9.93,7.9,6.57,0.87,0.43,0.31,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,25.12,8.97,4.49,2.99,4.24,2.0,0.71,0.36,0.24,0.32,0.0,28.873563218390807
157,lámparas e iluminación,lámparas de mesita de noche,20.0,0.27,0.12,0.1,0.09,0.1,141.0,268.57,325.93,349.05,412.79,1.0,1.0,1.29,1.62,2.43,0.007092198581560284,0.0,0.0,0.0,0.01,19.0,10.71,9.93,8.81,8.93,0.27,0.15,0.14,0.15,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.12,3.59,3.59,2.39,2.69,2.0,0.29,0.29,0.19,0.21,0.0,93.03703703703704
175,lámparas e iluminación,lámparas de mesita de noche,20.0,0.13,0.05,0.06,0.07,0.07,274.0,211.14,245.14,240.48,261.21,4.0,1.43,1.79,1.48,1.32,0.0145985401459854,0.01,0.01,0.01,0.0,19.0,12.14,6.07,5.38,6.68,0.51,0.12,0.18,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.97,5.4,4.4,4.13,3.1,1.0,0.43,0.36,0.33,0.25,0.0,27.3921568627451
81,decoración de navidad,belenes y portales de navidad,30.0,0.24,0.14,0.08,0.06,0.04,2361.0,733.71,372.29,255.24,200.54,37.0,15.0,7.57,5.1,3.82,0.015671325709445152,0.03,0.02,0.02,0.01,47.0,25.43,12.71,9.33,7.64,8.94,2.7,1.36,0.91,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.07,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.84,0.56,0.42,37.02,5.29,2.64,2.74,2.06,2.0,0.29,0.14,0.14,0.11,0.0,4.140939597315437
83,decoración de navidad,belenes y portales de navidad,30.0,0.22,0.19,0.11,0.08,0.06,1698.0,1109.14,570.86,384.9,296.68,38.0,23.71,12.21,8.19,6.14,0.02237926972909305,0.03,0.03,0.02,0.01,103.0,48.14,25.43,17.38,13.68,8.25,4.7,2.39,1.6,1.2,1.5,0.21,0.11,0.07,0.05,3.5,0.64,0.32,0.21,0.16,32.35,4.62,2.31,1.54,1.16,70.5,11.75,5.87,3.92,2.94,37.02,10.58,5.29,4.51,3.38,2.0,0.57,0.29,0.24,0.18,3.92,4.487272727272727
85,decoración de navidad,belenes y portales de navidad,30.0,0.3,0.21,0.15,0.11,0.08,303.0,1294.43,688.07,461.76,353.64,12.0,27.29,14.79,9.9,7.43,0.0396039603960396,0.02,0.03,0.02,0.02,19.0,61.57,32.79,22.29,17.36,3.62,5.76,3.09,2.06,1.55,0.0,0.29,0.14,0.1,0.07,0.0,0.78,0.46,0.31,0.23,0.0,6.04,3.02,2.01,1.51,0.0,15.6,8.63,5.75,4.32,16.45,12.93,6.46,5.29,3.97,1.0,0.71,0.36,0.29,0.21,0.0,4.544198895027624
86,decoración de navidad,belenes y portales de navidad,20.0,0.24,0.23,0.16,0.12,0.09,167.0,1260.71,699.36,469.14,359.21,7.0,27.0,15.21,10.24,7.68,0.041916167664670656,0.03,0.02,0.03,0.02,9.0,53.43,33.43,22.71,17.36,1.66,5.87,3.2,2.14,1.61,0.5,0.36,0.18,0.12,0.09,1.0,0.92,0.53,0.35,0.27,9.95,7.46,3.73,2.49,1.87,19.9,18.45,10.05,6.7,5.03,49.35,19.98,9.99,7.64,5.73,3.0,1.14,0.57,0.43,0.32,5.99,29.728915662650603
87,decoración de navidad,belenes y portales de navidad,20.0,0.19,0.24,0.17,0.12,0.1,516.0,1067.71,734.21,492.86,375.57,11.0,22.29,16.0,10.71,8.07,0.02131782945736434,0.03,0.02,0.02,0.02,84.0,60.14,39.43,26.29,20.36,2.08,5.27,3.35,2.24,1.68,0.0,0.36,0.18,0.12,0.09,0.0,0.92,0.53,0.35,0.27,0.0,7.46,3.73,2.49,1.87,0.0,18.43,10.05,6.7,5.03,16.45,22.33,11.16,8.42,6.32,1.0,1.29,0.64,0.48,0.36,0.0,7.908653846153846
88,decoración de navidad,belenes y portales de navidad,20.0,0.24,0.24,0.19,0.13,0.1,646.0,822.71,778.21,522.43,397.11,13.0,18.86,16.93,11.33,8.54,0.02012383900928793,0.03,0.03,0.02,0.02,19.0,56.14,40.79,27.19,21.04,3.09,4.44,3.57,2.38,1.79,0.0,0.36,0.18,0.12,0.09,0.0,0.92,0.53,0.35,0.27,0.0,7.46,3.73,2.49,1.87,0.0,18.43,10.05,6.7,5.03,16.45,19.39,12.34,8.23,6.9,1.0,1.14,0.71,0.48,0.39,0.0,5.323624595469256
