Conversiones;Valor de las conversiones;Path_1;Path_2;Path_3;Path_4;Path_5;Path_6;Path_7;Path_8;Path_9;Path_10;Path_11;Path_12;Path_13;Path_14;Path_15;Path_16;Path_17;Path_18;Path_19;Path_20;Path_21;Path_22;Path_23;Path_24;Path_25;Path_26;Path_27;Path_28;Path_29;Path_30;Path_31;Path_32;Path_33;Path_34;Path_35;Path_36;Path_37;Path_38;Path_39;Path_40;Path_41;Path_42;Path_43;Path_44;Path_45;Path_46;Path_47;Path_48;Path_49;Path_50;Path_51;Path_52;Path_53;Path_54;Path_55;Path_56;Path_57;Path_58;Path_59;Path_60;Path_61;Path_62;Path_63;Path_64;Path_65;Path_66;Path_67;Path_68;Path_69;Path_70;Path_71;Path_72;Path_73;Path_74
2;230,00 €;criteo / banner ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / organic ; criteo / banner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;129,60 €;criteo / banner ; (direct) / (none) ; (direct) / (none) ; google / organic ; google / cpc ; google / organic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;86,30 €;criteo / banner ; (direct) / (none) ; (direct) / (none) ; google / organic ; google / cpc ; google / organic ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / cpc ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;19,90 €;criteo / banner ; (direct) / (none) ; (direct) / (none) ; google / organic ; (direct) / (none) ; (direct) / (none) ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;27,90 €;criteo / banner ; (direct) / (none) ; (direct) / (none) ; google / organic ; (direct) / (none) ; (direct) / (none) ; google / cpc ; (direct) / (none) ; google / organic ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; criteo / banner ; google / organic ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;17,20 €;criteo / banner ; google / organic ; (direct) / (none) ; google / cpc ; google / organic ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;80,96 €;criteo / banner ; criteo / (not set);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;123,70 €;yahoo / organic ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;27,90 €;(direct) / (none) ; bing / cpc ; google / organic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;47,70 €;(direct) / (none) ; m.facebook.com / referral ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;300,66 €;(direct) / (none) ; es.linkedin.com / referral ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;119,20 €;(direct) / (none) ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;39,80 €;(direct) / (none) ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;111,80 €;(direct) / (none) ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; (direct) / (none) ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;66,80 €;(direct) / (none) ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; (direct) / (none) ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;17,90 €;(direct) / (none) ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; (direct) / (none) ; (direct) / (none) ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;260,00 €;(direct) / (none) ; google / cpc ; google / cpc ; google / cpc ; (direct) / (none) ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;99,90 €;(direct) / (none) ; google / cpc ; google / cpc ; google / cpc ; (direct) / (none) ; google / cpc ; google / organic ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;95,50 €;(direct) / (none) ; google / cpc ; google / cpc ; google / cpc ; (direct) / (none) ; Universal LDK / email ; Universal LDK / email ; Universal LDK / email ; google / cpc ; (direct) / (none) ; google / cpc ; google / cpc ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;295,20 €;(direct) / (none) ; google / cpc ; google / cpc ; google / cpc ; google / organic ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;21,50 €;(direct) / (none) ; google / cpc ; google / cpc ; google / cpc ; google / organic ; google / cpc ; google / cpc ; google / organic ; google / cpc ; google / organic ; google / cpc ; google / organic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;37,90 €;(direct) / (none) ; google / cpc ; google / cpc ; google / cpc ; google / organic ; (direct) / (none) ; criteo / banner ; (direct) / (none) ; google / cpc ; google / cpc ; google / organic ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;224,00 €;(direct) / (none) ; google / cpc ; google / cpc ; Universal LDK / email ; outlook.live.com / referral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;170,40 €;(direct) / (none) ; google / cpc ; google / cpc ; (direct) / (none) ; criteo / banner ; (direct) / (none) ; google / cpc ; google / cpc ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;645,00 €;(direct) / (none) ; google / cpc ; google / cpc ; google / organic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;187,50 €;(direct) / (none) ; google / cpc ; Universal LDK / email ; Universal LDK / email ; criteo / banner ; Universal LDK / email ; (direct) / (none) ; Universal LDK / email ; Universal LDK / email ; Universal LDK / email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;37,40 €;(direct) / (none) ; google / cpc ; criteo / banner ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;22,40 €;(direct) / (none) ; google / cpc ; criteo / banner ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;16,90 €;(direct) / (none) ; google / cpc ; criteo / banner ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;67,40 €;(direct) / (none) ; google / cpc ; criteo / banner ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;29,90 €;(direct) / (none) ; google / cpc ; (direct) / (none) ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;19,90 €;(direct) / (none) ; google / cpc ; (direct) / (none) ; criteo / banner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;300,00 €;(direct) / (none) ; google / cpc ; (direct) / (none) ; criteo / banner ; google / cpc ; google / organic ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;95,90 €;(direct) / (none) ; google / cpc ; (direct) / (none) ; (direct) / (none) ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;102,90 €;(direct) / (none) ; google / cpc ; (direct) / (none) ; (direct) / (none) ; google / cpc ; (direct) / (none) ; (direct) / (none) ; google / organic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;294,00 €;(direct) / (none) ; google / cpc ; (direct) / (none) ; (direct) / (none) ; criteo / banner ; google / cpc ; criteo / banner ; google / cpc ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;121,50 €;(direct) / (none) ; google / cpc ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / cpc ; (direct) / (none) ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; (direct) / (none) ; google / cpc ; (direct) / (none) ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / cpc ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;179,10 €;(direct) / (none) ; google / cpc ; (direct) / (none) ; google / organic ; google / cpc ; (direct) / (none) ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; (direct) / (none) ; (direct) / (none) ; google / organic ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;168,00 €;(direct) / (none) ; google / cpc ; (direct) / (none) ; google / organic ; google / cpc ; google / organic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;39,90 €;(direct) / (none) ; google / cpc ; google / organic ; google / cpc ; google / organic ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / cpc ; google / organic ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;52,90 €;(direct) / (none) ; google / cpc ; google / organic ; criteo / banner ; google / cpc ; google / cpc ; criteo / banner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;19,90 €;(direct) / (none) ; google / cpc ; google / organic ; criteo / banner ; google / cpc ; google / cpc ; criteo / banner ; google / cpc ; google / cpc ; google / cpc ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;49,80 €;(direct) / (none) ; google / cpc ; google / organic ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;136,60 €;(direct) / (none) ; google / cpc ; google / organic ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; criteo / banner ; google / cpc ; google / organic ; (direct) / (none) ; (direct) / (none) ; google / cpc ; google / organic ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / cpc ; google / organic ; google / cpc ; google / organic ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;18,30 €;(direct) / (none) ; yotpo / email ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;179,90 €;(direct) / (none) ; bing / organic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;51,90 €;(direct) / (none) ; Facebook / PaidSocial ; criteo / banner ; Facebook / PaidSocial ; criteo / banner ; Facebook / PaidSocial ; criteo / banner ; (direct) / (none) ; (direct) / (none) ; Facebook / PaidSocial;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;29,90 €;(direct) / (none) ; Universal LDK / email ; Universal LDK / email ; google / cpc ; Universal LDK / email ; (direct) / (none) ; yotpo / email ; criteo / banner ; Universal LDK / email ; (direct) / (none) ; criteo / banner ; (direct) / (none) ; Universal LDK / email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;148,80 €;(direct) / (none) ; Universal LDK / email ; Universal LDK / email ; (direct) / (none) ; Universal LDK / email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;445,50 €;(direct) / (none) ; Universal LDK / email ; (direct) / (none) ; (direct) / (none) ; Universal LDK / email ; (direct) / (none) ; Universal LDK / email ; (direct) / (none) ; Universal LDK / email ; (direct) / (none) ; Universal LDK / email ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / cpc ; google / cpc ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;159,60 €;(direct) / (none) ; Universal LDK / email ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;16,90 €;(direct) / (none) ; Universal LDK / email ; (direct) / (none) ; facebook.com / referral ; es.search.yahoo.com / referral ; criteo / banner ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; outlook.live.com / referral ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; yahoo / organic ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; criteo / banner ; outlook.live.com / referral ; (direct) / (none) ; (direct) / (none) ; criteo / banner ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;100,00 €;(direct) / (none) ; Universal LDK / email ; google / organic ; (direct) / (none) ; criteo / banner ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;46,20 €;(direct) / (none) ; criteo / banner ; google / cpc ; google / cpc ; google / cpc ; yotpo / email ; google / cpc ; google / cpc ; google / cpc ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;102,90 €;(direct) / (none) ; criteo / banner ; google / cpc ; google / cpc ; google / organic ; (direct) / (none) ; (direct) / (none) ; google / cpc ; google / organic ; criteo / banner ; google / cpc ; criteo / banner ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;83,40 €;(direct) / (none) ; criteo / banner ; Universal LDK / email ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;22,20 €;(direct) / (none) ; criteo / banner ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;189,00 €;(direct) / (none) ; criteo / banner ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;92,70 €;(direct) / (none) ; criteo / banner ; (direct) / (none) ; (direct) / (none) ; google / organic ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; criteo / banner ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;49,30 €;(direct) / (none) ; criteo / banner ; (direct) / (none) ; google / organic ; (direct) / (none) ; google / cpc ; google / organic ; google / cpc ; google / organic ; criteo / banner ; (direct) / (none) ; google / organic ; (direct) / (none) ; criteo / banner ; google / organic ; (direct) / (none) ; (direct) / (none) ; criteo / banner ; google / organic ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;116,90 €;(direct) / (none) ; (direct) / (none) ; deref-web-02.de / referral ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;23,90 €;(direct) / (none) ; (direct) / (none) ; google / cpc ; google / cpc ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / cpc ; criteo / banner ; google / organic ; (direct) / (none) ; google / cpc ; google / cpc ; criteo / banner ; (direct) / (none) ; google / cpc ; criteo / banner ; google / cpc ; (direct) / (none) ; google / organic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;15,90 €;(direct) / (none) ; (direct) / (none) ; google / cpc ; google / cpc ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;107,30 €;(direct) / (none) ; (direct) / (none) ; google / cpc ; google / cpc ; google / organic ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;17,00 €;(direct) / (none) ; (direct) / (none) ; google / cpc ; google / cpc ; google / organic ; (direct) / (none) ; google / cpc ; google / organic ; (direct) / (none) ; google / cpc ; google / organic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;129,60 €;(direct) / (none) ; (direct) / (none) ; google / cpc ; criteo / banner ; (direct) / (none) ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;52,40 €;(direct) / (none) ; (direct) / (none) ; google / cpc ; (direct) / (none) ; Universal LDK / email ; (direct) / (none) ; Universal LDK / email ; (direct) / (none) ; Universal LDK / email ; Universal LDK / email ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;117,00 €;(direct) / (none) ; (direct) / (none) ; google / cpc ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / cpc ; google / cpc ; google / cpc ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / cpc ; (direct) / (none) ; google / cpc ; google / cpc ; google / cpc ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;395,90 €;(direct) / (none) ; (direct) / (none) ; google / cpc ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; criteo / banner ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / cpc ; google / cpc ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;68,70 €;(direct) / (none) ; (direct) / (none) ; google / cpc ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;207,00 €;(direct) / (none) ; (direct) / (none) ; Universal LDK / email ; Universal LDK / email ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; Universal LDK / email ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;188,00 €;(direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / cpc ; google / cpc ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;14,90 €;(direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / cpc ; (direct) / (none) ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;87,60 €;(direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / cpc ; (direct) / (none) ; google / cpc ; google / cpc ; google / cpc ; (direct) / (none) ; (direct) / (none) ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;127,90 €;(direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / cpc ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;61,90 €;(direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / cpc ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; Universal LDK / email ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;49,50 €;(direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / cpc ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;74,30 €;(direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / cpc ; google / organic ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;34,90 €;(direct) / (none) ; (direct) / (none) ; (direct) / (none) ; criteo / banner ; google / organic ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;114,80 €;(direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; outlook.live.com / referral ; criteo / banner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;82,00 €;(direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / cpc ; google / organic ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;206,10 €;(direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; Universal LDK / email ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;78,50 €;(direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; Universal LDK / email ; (direct) / (none) ; (direct) / (none) ; Universal LDK / email ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;24,21 €;(direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; criteo / banner ; (direct) / (none) ; Universal LDK / email ; Universal LDK / email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;44,90 €;(direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; criteo / banner ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
